5.804885999999999767e+05 3.336542999999999884e+05 3.247467999999999884e+05 2.360856000000000058e+05 4.309419000000000233e+05 8.821910000000000000e+05 1.658163999999999942e+05 8.168718000000000466e+05 2.586759000000000000e+06 6.153989000000000233e+05 2.759110000000000000e+05 1.562792000000000116e+05 8.922785000000000582e+04 1.644663000000000102e+04 1.448951999999999998e+03 1.926788999999999987e+03 7.368878999999999451e+02 4.148690999999999804e+03 1.230626999999999953e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.560363999999999942e+05 2.218458999999999942e+05 3.305875999999999767e+05 3.695232999999999884e+05 9.071696999999999534e+05 5.330783000000000000e+06 2.194303000000000000e+06 8.177718000000000000e+06 8.034788000000000000e+06 4.399459000000000000e+06 4.005898000000000000e+06 1.016572000000000000e+06 1.500917999999999884e+05 2.361547000000000116e+04 1.592230999999999949e+04 1.170865999999999985e+03 1.518823000000000093e+03 3.715019999999999811e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.318816000000000058e+05 2.722885000000000000e+05 3.116857000000000116e+05 3.229660999999999767e+05 9.026621999999999534e+05 1.455903000000000000e+06 2.222975000000000000e+06 5.488378000000000000e+06 6.881995000000000000e+06 7.536148000000000000e+06 4.050950000000000000e+06 2.816122000000000000e+06 1.466376000000000058e+05 3.424269999999999709e+04 3.155206999999999971e+04 7.861149999999999636e+03 2.580907999999999902e+03 9.191798999999999751e+02 9.511051000000000499e+01 1.721840999999999894e+03 2.889606999999999971e+03 1.822951000000000022e+03 2.362818000000000211e+03 1.074529999999999973e+03 5.552124000000000024e+02 8.598968000000000700e+01
2.285721000000000058e+05 3.605465999999999767e+05 2.409067000000000116e+05 2.678020999999999767e+05 1.776712000000000116e+05 7.998454000000000233e+05 2.943461000000000000e+06 2.995881000000000000e+06 4.609871000000000000e+06 7.629268000000000000e+06 1.357972000000000000e+07 4.700579000000000000e+06 1.321886000000000000e+06 1.803740000000000000e+05 2.377118999999999869e+04 1.649952000000000044e+04 1.252657999999999993e+04 5.626082999999999629e+03 3.880068999999999960e+03 7.312015999999999622e+03 5.847698000000000320e+03 3.861530999999999949e+03 2.690543999999999869e+03 7.898548999999999978e+03 5.639296000000000276e+03 2.934021000000000186e+03
4.252440000000000000e+05 9.856363000000000466e+05 2.148625000000000000e+05 2.376778999999999942e+05 9.863730000000000291e+04 3.282267999999999884e+05 1.872958000000000000e+06 2.303751000000000000e+06 7.029486000000000000e+06 1.350755000000000000e+07 1.818853000000000000e+07 7.878478000000000000e+06 4.279116000000000000e+06 1.491942000000000000e+06 1.694782999999999884e+05 3.365966000000000349e+04 5.275661000000000058e+03 4.235641999999999825e+03 4.357402000000000044e+03 6.417363999999999578e+03 6.150287000000000262e+03 1.044290999999999985e+04 7.484246000000000095e+03 8.769361999999999171e+03 9.908959000000000742e+03 1.550862999999999920e+04
7.006816000000000349e+04 7.072377000000000407e+04 1.178108000000000000e+06 6.793750000000000000e+05 3.061680000000000000e+05 3.501190000000000000e+05 2.554309000000000000e+06 8.393647000000000000e+06 8.717705000000000000e+06 8.340504000000000000e+06 5.398350000000000000e+06 6.534543000000000000e+06 9.269023000000000000e+06 5.339606000000000000e+06 2.957418000000000000e+06 6.332698000000000466e+05 1.251236000000000058e+05 1.788316999999999825e+04 4.606543999999999869e+03 9.354407999999999447e+03 3.494134000000000015e+03 6.075971999999999753e+03 8.371335999999999331e+03 1.110151000000000022e+04 1.259222999999999956e+04 1.423730999999999949e+04
3.877098000000000320e+04 1.159853000000000029e+05 4.397327000000000116e+05 3.546352000000000116e+05 2.005865000000000000e+05 2.960662999999999884e+05 4.367692000000000000e+06 7.056373000000000000e+06 4.020393000000000000e+06 2.963676000000000000e+06 2.681593000000000000e+06 4.292179000000000000e+06 6.811070000000000000e+06 1.251432000000000000e+07 7.654684000000000000e+06 3.149651000000000000e+06 1.559184000000000000e+06 7.904220999999999767e+05 1.667765000000000000e+05 1.443588999999999942e+04 1.143979000000000087e+04 1.275897999999999956e+04 2.342254999999999927e+04 7.341861000000000058e+04 1.674450000000000000e+05 1.788302999999999884e+05
8.095825000000000000e+04 1.028668000000000029e+05 2.589957000000000116e+05 5.854635999999999767e+05 2.517334000000000000e+06 2.596826000000000000e+06 4.560414000000000000e+06 4.259917999999999884e+05 5.756093000000000466e+05 1.319072000000000000e+06 1.509661000000000000e+06 3.294172000000000000e+06 9.595657000000000000e+06 3.599487000000000000e+07 1.240070000000000000e+07 1.143165000000000000e+07 5.827059000000000000e+06 3.315750000000000000e+06 1.511160000000000000e+06 1.181556000000000000e+06 7.689485000000000000e+05 1.025516000000000058e+05 3.161490000000000146e+04 6.614324000000000524e+04 4.409088999999999942e+04 8.740292999999999302e+04
6.270741999999999825e+04 7.329257000000000698e+04 1.830712999999999884e+05 2.320838000000000000e+06 6.365230000000000000e+06 1.530020000000000000e+06 4.109932000000000116e+05 4.057519000000000233e+05 8.223043000000000466e+05 2.013957000000000000e+06 2.608173000000000000e+06 5.035470000000000000e+06 5.872020000000000000e+06 9.897310000000000000e+06 1.264486000000000000e+07 9.643104000000000000e+06 9.905086000000000000e+06 9.430851000000000000e+06 7.829379000000000000e+06 7.945704000000000000e+06 5.901627000000000000e+06 9.960144000000000000e+06 8.755173000000000466e+05 7.266408000000000466e+05 1.663170000000000000e+06 2.932485999999999767e+05
1.709707000000000116e+05 7.960258000000000175e+04 1.598857999999999884e+05 1.837512000000000000e+06 3.738794000000000000e+06 4.237944000000000233e+05 2.404273999999999942e+05 5.064109000000000233e+05 2.059880000000000000e+06 2.852003000000000000e+06 3.337921000000000000e+06 6.399073000000000000e+06 4.190005000000000000e+06 4.812768000000000000e+06 6.184025000000000000e+06 6.818199000000000000e+06 1.436854000000000000e+07 1.108989000000000000e+07 1.212655000000000000e+07 1.503234000000000000e+07 1.692175000000000000e+07 1.852292000000000000e+07 1.129909000000000000e+07 1.221802000000000000e+07 8.827613000000000000e+06 6.908829000000000000e+06
