8.846758000000000175e+04 7.408483999999999651e+04 4.318150999999999767e+05 3.044107000000000000e+06 6.449905000000000000e+06 2.476599000000000000e+06 1.047453000000000000e+06 1.613666000000000000e+06 1.986707000000000000e+06 2.225128000000000000e+06 3.121942000000000000e+06 2.937658000000000000e+06 2.518028000000000000e+06 2.079757000000000000e+06 4.100155000000000000e+06 3.631881000000000000e+06 5.012575000000000000e+06 1.103243000000000000e+07 1.529142000000000000e+07 1.339372000000000000e+07 1.524450000000000000e+07 2.149198000000000000e+07 1.611531000000000000e+07 1.393420000000000000e+07 1.088443000000000000e+07 1.240066000000000000e+07
0.000000000000000000e+00 0.000000000000000000e+00 2.012404000000000000e+06 1.244163000000000000e+07 2.035229000000000000e+06 1.184701000000000000e+06 6.470180000000000000e+05 2.209151000000000000e+06 3.650848000000000000e+06 3.418532000000000000e+06 3.308923000000000000e+06 2.770836000000000000e+06 2.785575000000000000e+06 2.566177000000000000e+06 3.093821000000000000e+06 2.359230000000000000e+06 3.074401000000000000e+06 4.182803000000000000e+06 3.569369000000000000e+06 4.658372000000000000e+06 8.227223000000000000e+06 8.709177000000000000e+06 7.767093000000000000e+06 8.240887000000000000e+06 1.391305000000000000e+07 1.406998000000000000e+07
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.085715000000000146e+04 2.622634000000000233e+05 5.651390999999999767e+05 1.161302000000000000e+06 1.429479000000000000e+06 9.041509000000000000e+06 4.641397000000000000e+06 4.855817000000000000e+06 4.015475000000000000e+06 3.342266000000000000e+06 5.129736000000000000e+06 2.812311000000000000e+06 3.222200000000000000e+06 3.398099000000000000e+06 2.031241000000000000e+06 1.931552000000000000e+06 2.007561000000000000e+06 3.282667000000000000e+06 6.766134000000000000e+06 1.104446000000000000e+07 8.716255000000000000e+06 1.455763000000000000e+07 1.187464000000000000e+07
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.196009000000000015e+04 1.474767000000000000e+06 3.626268000000000000e+06 2.937295000000000000e+06 8.035279000000000000e+06 7.829629000000000000e+06 4.509466000000000000e+06 5.349340000000000000e+06 3.774186000000000000e+06 2.172564000000000000e+06 2.509444000000000000e+06 2.651143000000000000e+06 1.647451000000000000e+06 2.198614000000000000e+06 3.395035000000000000e+06 2.052055000000000000e+06 2.936005000000000000e+06 3.008579000000000000e+06 5.668390000000000000e+06 1.145734000000000000e+07 3.143630000000000000e+07 6.878336000000000000e+06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.777963000000000466e+05 3.251416000000000000e+06 3.083664000000000000e+06 8.842902000000000000e+06 4.173115000000000000e+06 3.837154000000000000e+06 4.145598000000000000e+06 2.947444000000000000e+06 2.524758000000000000e+06 3.636864000000000000e+06 4.547685000000000000e+06 3.046139000000000000e+06 6.908615000000000000e+06 4.254609000000000000e+06 3.556779000000000000e+06 1.818980000000000000e+06 2.233535000000000000e+06 4.447350000000000000e+06 3.963122000000000000e+06 2.021396000000000000e+06 3.421274000000000233e+05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.531159000000000233e+05 3.106619000000000233e+05 2.073086000000000000e+06 5.207027000000000000e+06 4.608141000000000000e+06 3.972200000000000000e+06 3.580454000000000000e+06 3.658832000000000000e+06 2.714822000000000000e+06 2.250728000000000000e+06 1.496572000000000000e+06 2.603125000000000000e+06 2.074365000000000000e+06 2.795025000000000000e+06 1.680885000000000000e+06 6.905880000000000000e+06 6.558017000000000000e+06 5.969787000000000262e+03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.900574000000000000e+07 9.444608000000000000e+06 4.081816000000000000e+06 4.819343000000000000e+06 3.694320000000000000e+06 4.251749000000000000e+06 2.151672000000000000e+06 1.894132000000000000e+06 6.216558000000000466e+05 1.171005000000000000e+06 2.956325000000000000e+06 1.768225000000000000e+06 3.988332000000000000e+06 2.059052000000000000e+06 2.614790000000000000e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.050582000000000000e+06 9.994181000000000000e+06 4.430024000000000000e+06 2.617092000000000000e+06 4.176481000000000000e+06 3.628381000000000000e+06 4.206179000000000000e+06 3.992470000000000000e+06 6.160924000000000233e+05 1.055025000000000000e+06 1.900090000000000000e+06 4.074085000000000000e+06 1.303464000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.080546000000000000e+06 3.876543000000000000e+06 3.802858000000000000e+06 3.246751000000000000e+06 3.907299000000000000e+06 1.286435000000000000e+07 4.195956000000000000e+06 2.788088000000000000e+06 1.856089000000000000e+06 3.270838000000000000e+06 2.727806000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.268767000000000000e+06 7.309240000000000000e+06 3.576517000000000000e+06 2.717356000000000000e+06 3.597457000000000000e+06 2.375415000000000000e+06 2.665114000000000000e+06 7.452472000000000000e+06 5.900123000000000000e+06 1.665723000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.299496000000000000e+06 3.716239000000000000e+06 3.415125000000000000e+06 3.863343000000000000e+06 3.554351000000000000e+06 2.458397000000000000e+06 2.196997000000000000e+06 1.684772000000000000e+06 3.083133000000000175e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.416317000000000000e+06 3.764903000000000000e+06 2.922308000000000000e+06 2.647703000000000000e+06 2.808482000000000000e+06 2.556743000000000000e+06 6.856658000000000466e+05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.536467000000000000e+06 2.307143000000000000e+06 2.709340000000000000e+06 1.447679000000000000e+07 3.412838000000000000e+06 4.796838000000000000e+06 7.996599000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.891745999999999767e+05 4.102533000000000000e+06 5.439445000000000000e+06 6.403170000000000000e+06 6.104565000000000000e+06 7.583906000000000000e+06 3.979735000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.668411000000000058e+04 3.837208000000000084e+03 0.000000000000000000e+00 5.482358000000000000e+06 5.790401000000000000e+06 6.379882000000000000e+06 6.622127000000000000e+06 7.500209000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.006731999999999971e+04 1.649283000000000175e+04 0.000000000000000000e+00 8.296781999999999534e+05 1.093970000000000000e+07 5.274238000000000000e+06 6.607888000000000000e+06 5.056041000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
